genderLabel,genreLabel,actorCount
female,action film,161
male,action film,344
female,adventure film,71
male,adventure film,156
female,comedy drama,86
male,comedy drama,98
female,comedy film,240
male,comedy film,332
female,crime film,68
male,crime film,128
female,documentary film,3
male,documentary film,5
female,drama film,434
male,drama film,680
female,horror film,137
male,horror film,146
female,romance film,70
male,romance film,95
female,thriller film,237
male,thriller film,395
