genderLabel,genreLabel,actorCount
female,action film,134
male,action film,291
female,adventure film,78
male,adventure film,127
female,comedy drama,74
male,comedy drama,94
female,comedy film,225
male,comedy film,308
female,crime film,51
male,crime film,86
female,documentary film,26
male,documentary film,64
female,drama film,455
male,drama film,743
female,horror film,129
male,horror film,191
female,romance film,66
male,romance film,91
female,thriller film,157
male,thriller film,274
