genderLabel,genreLabel,actorCount
female,action film,221
male,action film,479
female,adventure film,141
male,adventure film,296
female,comedy drama,135
male,comedy drama,197
female,comedy film,251
male,comedy film,371
female,crime film,128
male,crime film,245
female,documentary film,25
male,documentary film,42
female,drama film,607
male,drama film,1002
female,horror film,155
male,horror film,225
female,romance film,83
male,romance film,103
female,thriller film,198
male,thriller film,374
