genderLabel,genreLabel,actorCount
female,action film,170
male,action film,362
female,adventure film,74
male,adventure film,159
female,comedy drama,87
male,comedy drama,105
female,comedy film,251
male,comedy film,351
female,crime film,70
male,crime film,141
female,documentary film,3
male,documentary film,5
female,drama film,457
male,drama film,709
female,horror film,142
male,horror film,159
female,romance film,75
male,romance film,99
female,thriller film,256
male,thriller film,420
