genderLabel,genreLabel,actorCount
female,action film,176
male,action film,395
female,adventure film,152
male,adventure film,292
female,comedy drama,148
male,comedy drama,213
female,comedy film,387
male,comedy film,586
female,crime film,83
male,crime film,179
female,documentary film,3
male,documentary film,9
female,drama film,474
male,drama film,843
female,horror film,116
male,horror film,151
female,romance film,169
male,romance film,240
female,thriller film,216
male,thriller film,400
