genderLabel,genreLabel,actorCount
female,action film,216
male,action film,432
female,adventure film,127
male,adventure film,214
female,comedy drama,51
male,comedy drama,54
female,comedy film,227
male,comedy film,314
female,crime film,77
male,crime film,173
female,documentary film,2
male,documentary film,8
female,drama film,432
male,drama film,777
female,horror film,134
male,horror film,219
female,romance film,51
male,romance film,81
female,thriller film,286
male,thriller film,515
